case_id,Qremoved_air_W,Qremoved_oil_W,Qremoved_flange_W,air_boundary_count,oil_boundary_count,flange_boundary_count,air_boundary_total_length_m,oil_boundary_total_length_m,flange_boundary_total_length_m,boundary_selection_status,notes
RUN008_CASE_036,44.864253,-83.7581811,56.1661013,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_037,49.4648979,-79.4139977,57.8295001,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_038,55.5287339,-74.5922647,60.1088871,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_039,63.2294733,-66.7270214,62.6982471,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_040,72.6587833,-58.1603392,66.062224,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_041,51.239369,-98.6870066,65.1452043,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_042,55.8914624,-94.2946692,66.8379949,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_043,62.0189566,-89.5279139,69.1761871,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_044,69.8010432,-81.3637933,71.7705847,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_045,79.342354,-72.7242297,75.1687466,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_046,57.6142446,-113.613466,74.1239125,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_047,62.318498,-109.170149,75.8442457,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_048,68.5225774,-103.287203,78.0744053,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_049,76.3531817,-97.1810985,81.0283493,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_050,86.023745,-87.2561158,84.2784994,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_051,33.1875499,-54.0744986,38.5057103,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_052,38.5560862,-49.3713893,40.2646027,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_053,45.6695272,-42.8499169,42.5037558,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_054,54.6169858,-35.3554313,45.4691888,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_055,65.5759937,-26.7483722,49.0691513,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_056,39.5734344,-68.342172,47.3963042,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_057,44.9788096,-64.4143844,49.30348,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_058,52.1342931,-58.3306122,51.6591612,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_059,61.1934594,-50.0647181,54.5282568,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_060,72.2832685,-40.6943029,58.211444,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_061,45.9486813,-83.2780227,56.3764828,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_062,51.4155923,-78.5349661,58.2065253,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_063,58.6222625,-73.2267666,60.7181115,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_064,67.767521,-64.7207468,63.5921239,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_065,78.9682875,-55.3271637,67.3167307,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_066,52.3237238,-98.2091157,65.3557435,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_067,57.8414078,-93.4178608,67.2157626,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_068,65.1264201,-87.108472,69.6281928,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_069,74.3394975,-79.3540012,72.662438,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_070,85.6520819,-69.905483,76.4228965,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_071,58.6985666,-113.137325,74.334541,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_072,64.2679895,-108.296347,76.2226066,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_073,71.6160884,-101.892557,78.6740532,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_074,80.9107148,-93.9858562,81.7387061,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_075,92.3339578,-84.4450263,85.5317563,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_076,34.9954507,-53.256063,38.8569241,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_077,41.8091583,-47.9374672,40.9003855,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_078,50.8290041,-40.5899398,43.5145119,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_079,62.1791012,-31.974587,46.9629016,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_080,76.0908057,-22.0055704,51.1585045,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_081,41.3813667,-67.5364851,47.7466432,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_082,48.230664,-62.961605,49.9375929,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_083,57.3144072,-55.3257373,52.5466517,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_084,68.75548,-46.7145681,56.0214127,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_085,82.7758153,-36.7820891,60.2601069,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_086,47.7562587,-82.4767571,56.7273021,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_087,54.6674809,-77.0754775,58.8359406,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_088,63.7989845,-70.0597475,61.5868094,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_089,75.3301753,-61.3868872,65.0835563,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_090,89.4833851,-50.5962351,69.4087853,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_091,54.1311283,-97.4114456,65.7068152,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_092,61.0920227,-91.9589479,67.8461292,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_093,70.2848362,-84.8123309,70.6310561,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_094,81.9028124,-76.0220011,74.1512765,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_095,96.1674658,-65.2054325,78.5146005,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_096,60.5058835,-112.342526,74.6857498,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_097,67.5177497,-106.840463,76.8538069,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_098,76.7728363,-99.5834765,79.6761358,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_099,88.4742484,-90.6452589,83.2245565,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_100,102.850062,-79.7661597,87.6223211,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_101,38.6252028,-50.9725574,39.4632744,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_102,48.3361225,-44.4865901,42.0685503,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_103,61.1464534,-36.06747,45.5386994,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_104,77.2788927,-25.8783158,49.9170393,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_105,97.1012637,-12.3147861,55.3592993,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_106,44.9980773,-65.9255196,48.4481132,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_107,54.7531468,-59.3169604,51.0832164,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_108,67.6327941,-50.8242133,54.5658497,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_109,83.8777541,-39.98142,59.0101075,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
RUN008_CASE_110,103.803454,-27.3179371,64.4397521,110,1,3,1.15,0.595,0.298,OK_NO_SELECTION_DRIFT,boundary counts are explicit COMSOL ID counts; air/oil lengths from solid boundary summary tables; flange length estimated from BRFGL1 flange disk geometry
